"138","Aklys (G)","L'aklys è un randello uncinato da lancio legato a una corda di 6 metri; un personaggio può recuperarlo dopo averlo lanciato con un'azione di movimento. L'uncino consente di effettuare attacchi per Sbilanciare a distanza. Alcuni aklys sono forati in modo da mettere un fischio quando vengono scagliati.","2","500",NULL,"Mano"
"139","Dan Bong","Questi corti bastoni smussati sono tenuti in mano per potenziare tecniche marziali senz'armi. Forniscono al portatore la capacità di bloccare un avversario e di prendere come bersaglio punti di pressione ottenendo bonus +2 alla sua Manovra in Combattimento per Lottare.","0","10",NULL,"Mano"
"140","Emeici",NULL,"0","300",NULL,"Mano"
"141","Frusta Scorpione (G)",NULL,"3","500",NULL,"Mano"
"142","Kama",NULL,"2","200",NULL,"Mano"
"143","Madu di Cuoio (G)","Il madu è uno scudo leggero rotondo con due corna animali (solitamente di un'antilope) che si protendono dai lati opposti dello scudo. Chi è competente nel madu può usarlo per Combattere sulla Difensiva con penalità -2 invece della normale penalità -4, e la sua penalità agli attacchi per l'utilizzo di Maestria in Combattimento migliora di +1 (fino a penalità minima -1). Un personaggio non può tenere nient'altro con la mano che regge un madu. Chi non è competente nel madu lo considera uno scudo leggero chiodato.","5","4000",NULL,"Mano"
"144","Madu di Metallo (G)","Il madu è uno scudo leggero rotondo con due corna animali (solitamente di un'antilope) che si protendono dai lati opposti dello scudo. Chi è competente nel madu può usarlo per Combattere sulla Difensiva con penalità -2 invece della normale penalità -4, e la sua penalità agli attacchi per l'utilizzo di Maestria in Combattimento migliora di +1 (fino a penalità minima -1). Un personaggio non può tenere nient'altro con la mano che regge un madu. Chi non è competente nel madu lo considera uno scudo leggero chiodato.","6","4000",NULL,"Mano"
"145","Noccoliera ad Ascia (G)","Le noccoliere ad ascia, solitamente usate in coppia, assomigliano alla lama di un'ascia montata su un tirapugni. È possibile tenere, ma non impugnare, un'arma o un altro oggetto con la mano su cui si indossa una noccoliere ad ascia. A differenza di un tirapugni, non si può usare la mano che indossa una noccoliere ad ascia per lanciare incantesimi.","2","900",NULL,"Mano"
"146","Nunchaku",NULL,"2","200",NULL,"Mano"
"147","Pata (G)",NULL,"3","1400",NULL,"Mano"
"148","Pugnale Spaccaspada","È possibile utilizzare questo pugnale per disarmare o spezzare le lame degli avversari, incastrandole nelle scanalature poste sul retro della lama. Se si è competenti in quest’arma, aggiungere +4 ai tentativi di Disarmare o Spezzare contro le armi dotate di lama degli avversari.
","3","1000",NULL,"Mano"
"149","Quadrens (G)","Un quadrens sembra un pugnale, ma è dotato di quattro spuntoni montati su base quadrata anziché di un'unica lama. Quando si mette a segno un colpo critico con un quadrens, la ferita inflitta provoca 1 danno da Sanguinamento.","2","800",NULL,"Mano"
"150","Sai","Le dentellature, simili a quelle di una forca, rendono il sai particolarmente adatto a bloccare l’arma dell’avversario per disarmarlo. Con un sai si ottiene bonus +4 alla prova di Manovra in Combattimento per Spezzare l’ama di un avversario. Anche se a punta, un sai è usato principalmente per colpire gli avversari in modo contundente o per disarmare.","1","100",NULL,"Mano"
"151","Siangham",NULL,"1","300",NULL,"Mano"
"152","Sica (G)",NULL,"2","1000",NULL,"Mano"
"153","Tekko-Kagi (Artigli di Ferro)","Questo congegno, noto come artigli di ferro, consiste in una struttura simile a un ventaglio, composta da cinque lame lunghe 25 cm e assicurata a una solida impugnatura legata all'avambraccio della mano secondaria. Può essere usata come arma offensiva, difensivamente come un buckler, oppure per Disarmare un avversario senza provocare Attacchi d'Opportunità. Fornisce a chi la brandisce Bonus di Circostanza +2 ai tentativi di Disarmare o Spezzare pugnali o altre armi dalla lama stretta.","0","200",NULL,"Mano"
"154","Ventaglio da Guerra",NULL,"0","500",NULL,"Mano"
"155","Wakizashi",NULL,"2","3500",NULL,"Mano"
"156","Ascia da Guerra Nanica","Un’ascia da guerra nanica è dotata di una lama spessa e decorata infilata su un manico massiccio ed è troppo grande per essere usata in una mano senza un addestramento speciale, quindi viene considerata un’arma esotica. Un personaggio di taglia Media può usare un’ascia da guerra nanica con due mani come arma da guerra, oppure una creatura di taglia Grande può usarla in una mano allo stesso modo. Per i nani è un’arma da guerra anche quando la utilizzano a una mano.","8","3000",NULL,"Mano"
"157","Ascia Uncinata (G)",NULL,"7","2000",NULL,"Mano"
"158","Falcata",NULL,"4","1800",NULL,"Mano"
"159","Frusta","La frusta non infligge danni a creature che abbiano almeno Bonus di Armatura +1 o Bonus di Armatura Naturale +3. Una frusta è considerata un’arma da mischia con una portata di 4,5 metri, ma non si minaccia l’area in cui si può sferrare l’attacco. In più, diversamente da altre armi con portata, è possibile usarla contro qualsiasi nemico entro la portata (inclusi i nemici adiacenti).
Usare una frusta provoca Attacchi d'Opportunità, come se si trattasse di un’arma a distanza.
È possibile usare il talento Arma Accurata per applicare il modificatore di Destrezza al posto del modificatore di Forza al Tiro per Colpire con una frusta della propria misura, anche se essa non è considerata un’arma leggera.","2","100",NULL,"Mano"
"160","Frusta a Nove Sezioni",NULL,"3","800",NULL,"Mano"
"161","Katana","Le katane, fabbricate specificamente per i Samurai, sono frutto di vari tipi di acciaio uniti assieme in un particolare processo di forgiatura. Il risultato è una spada famosa per la sua lama leggermente ricurva, mortalmente affilata ma molto sottile, concepita per sferrare eleganti colpi taglienti in grado di recidere le teste e gli arti degli avversari. Anche se finemente bilanciate, queste lame sono assai difficili da padroneggiare. I personaggi possono usare una katana a due mani come arma da guerra, ma devono acquisire il talento Competenza nelle Armi Esotiche (katana) per usarla a una mano.","6","5000",NULL,"Mano"
"162","Khopesh",NULL,"8","2000",NULL,"Mano"
"163","Sciabola Dentata",NULL,"2","3500",NULL,"Mano"
"164","Shotel (G)",NULL,"3","3000",NULL,"Mano"
"165","Spada Bastarda","Le spade bastarde sono lunghe circa 120 cm, il che le rende troppo grandi per essere usate ad una mano senza uno speciale addestramento, quindi sono considerate armi esotiche. Si può usare una spada bastarda con due mani come arma da guerra.","6","3500",NULL,"Mano"
"166","Spada Rhoka",NULL,"6","500",NULL,"Mano"
"167","Spada Aldori",NULL,"3","2000",NULL,"Mano"
"168","Spada del Tempio",NULL,"3","3000",NULL,"Mano"
"169","Taiaha (P)",NULL,"8","1000",NULL,"Mano"
"170","Terbutje Pesante (P)",NULL,"4","1200",NULL,"Mano"
"171","Urumi",NULL,"6","3000",NULL,"Mano"
"172","Wahaika (P)",NULL,"3","300",NULL,"Mano"
"173","Arpione (P)",NULL,"16","500",NULL,"Mano"
"174","Bastone Animato a Doppia Katana","Questa singola custodia nasconde un paio di spade gemelle da combattimento perfettamente bilanciate per essere brandite in coppia. Nonostante il loro nome, le lame sono più simili al più corto Wakizashi. Quando le lame sono nascoste nella custodia, quest'arma può essere usata come bastone ferrato.","6","5000",NULL,"Mano"
"175","Bastone Bo",NULL,"3","100",NULL,"Mano"
"176","Catena Chiodata",NULL,"10","2500",NULL,"Mano"
"177","Doppia Ascia Orchesca",NULL,"15","6000",NULL,"Mano"
"178","Doppio Kama Incatenato","Quest'arma è composta da un paio di kama legati da un tratto di catena lungo 2,4 m. Chi la brandisce può attaccare come se fosse armato con singolo kama in ogni mano, o allungare la catena per sferrare un singolo attacco con portata. Agitando la catena, il portatore può sferzare con il kama per disarmare o sbilanciare gli avversari. Inoltre, se una delle armi viene fatta cadere, il portatore può recuperarla come azione gratuita tirando la catena.","4","800",NULL,"Mano"
"179","Kusarigama (Falcetto e Catena)",NULL,"3","1200",NULL,"Mano"
"180","Kyoketsu Shoge",NULL,"1","600",NULL,"Mano"
"181","Lama Volante (G)","Una lama volante è una grossa lama a forma di falce ancorata a una catena lunga 3 metri. Un personaggio può combattere con una lama volante facendola roteare sopra la testa o scagliandola contro un avversario. La lama volante è un'arma maldestra e subisce penalità -­2 ai Tiri per Colpire, ma quando un personaggio effettua un Attacco di Opportunità provocato dal movimento, riceve bonus +2 ai Tiri per Colpire anziché subire penalità.","12","4000",NULL,"Mano"
"182","Lancia con Catena","Quest'arma viene spesso usata nei giochi gladiatori per la sua versatilità. Il corpo dell'arma è costituito da una normale lancia corta, usata soprattutto per gli affondi. Al fondo della lancia è attaccata una catena, spesso chiodata e terminante in un uncino. L'uncino e la catena possono essere utilizzati per Sbilanciare. Se l'attacco per Sbilanciare fallisce di 10 o più è possibile lasciare la lancia con catena per evitare di essere Sbilanciati.","13","1500",NULL,"Mano"
"183","Liuxing Chui","Quest'arma è composta da uno o due pesi sferici legati a una catena lunga 3 metri. Chi la brandisce fa roteare i pesi affinché si avviluppino attorno al corpo di un avversario. Se il tentativo di sbilanciare con un liuxing chui ha successo, il personaggio può trascinare l'avversario verso di sé di 1,5 metri invece di buttarlo a terra Prono. Quest'arma può essere utilizzata in due modi diversi. In modalità meteora è usata come arma doppia, mentre in modalità fortezza non può essere usata come arma doppia ma ottiene portata e Bonus di Scudo +1 alla CA. Per passare da una modalità all'altra si usa un'azione gratuita all'inizio del proprio turno.","10","1000",NULL,"Mano"
"184","Martello-Picca Gnomesco","Un martello-picca gnomesco è un'arma doppia: un ingegnoso attrezzo con la testa di martello alla fine del manico e una picca ricurva sul lato opposto. L'estremità contundente del martello è un'arma contundente che infligge 1d6 danni (critico x3). La picca è un'arma perforante che infligge 1d4 danni (critico x4). È possibile usare una delle due estremità come estremità primaria dell'arma. Gli gnomi considerano il martello-picca gnomesco come un'arma da guerra.","6","2000",NULL,"Mano"
"185","Mazzafrusto Doppio",NULL,"10","9000",NULL,"Mano"
"186","Sciabola Elfica",NULL,"7","8000",NULL,"Mano"
"187","Spada a Due Lame",NULL,"10","10000",NULL,"Mano"
"188","Spada a Sette Rami",NULL,"7","5000",NULL,"Mano"
"189","Tetsubo",NULL,"10","2000",NULL,"Mano"
"190","Urgrosh Nanico","Un urgrosh nanico è un'arma doppia con una testa d'ascia e una punta di lancia alle estremità opposte di un lungo manico. L'estremità ascia dell'urgrosh è un'arma tagliente che infligge 1d8 danni. La sua estremità lancia è un'arma perforante che infligge 1d6 danni. Si possono usare entrambe le estremità come estremità primaria dell'arma. L'altra conta come arma secondaria. Se si utilizza l'urgrosh nanico contro una carica, l'estremità lancia è la parte dell'arma che infligge i danni. I Nani considerano l'urgrosh nanico come un'arma da guerra.","12","5000",NULL,"Mano"
"191","Balestra Doppia","Quest'arma pesante lancia due quadrelli dalla punta in metallo con una sola pressione del grilletto. A causa della taglia e del peso si subisce penalità –4 all'attacco se si è competenti o –8 se non lo si è. Se l'attacco colpisce, il bersaglio subisce danni da ambo i quadrelli. I danni da Colpo Critico, Attacco Furtivo ed altri danni dovuti alla precisione si applicano solo al primo quadrello. Ricaricare un quadrello è un'azione standard; il talento Ricarica Rapida lo riduce a un'azione di movimento. Padronanza delle Balestre permette di ricaricare entrambi i quadrelli come azione di movimento.","18","30000",NULL,"Mano"
"192","Balestra a mano","È possibile caricare una balestra a mano con le mani. Caricare una balestra a mano è un'azione di movimento che provoca attacchi di opportunità.
È possibile sparare, ma non ricaricare, utilizzando una mano sola, senza penalità. È possibile sparare con due balestre a mano tenendole una in ogni mano, ma il personaggio subisce penalità al Tiro per Colpire come se attaccasse con due armi leggere.","2","10000",NULL,"Mano"
"193","Boomerang",NULL,"3","300",NULL,"Mano"
"194","Kestros (P)","Il kestros è una fionda dalla forma insolita, usata per lanciare dardi. Un personaggio applica il suo modificatore di Forza ai tiri per i danni quando lo usa, come fa per le armi da lancio. È possibile fare fuoco con un kestros (ma non caricarlo) usando una mano sola. Caricare un kestros è un'azione di movimento che richiede due mani e provoca Attacchi d'Opportunità. Gli Halfling considerano il kestros un'arma da guerra.","1","100",NULL,"Mano"
"195","Balestra a Ripetizione Leggera","La balestra a ripetizione (sia leggera che pesante) contiene 5 quadrelli. Finché contiene quadrelli, si può ricaricare tirando la leva di ricarica (azione gratuita). Caricare un nuovo astuccio con 5 quadrelli è un'azione di round completo che provoca attacchi di opportunità.
Si può sparare con una mano sola o con due mani come fosse una normale balestra della stessa taglia. Tuttavia, sono necessarie due mani per utilizzare la leva di ricarica che permette il fuoco a ripetizione, e sono necessarie due mani anche per caricare un nuovo astuccio di quadrelli.","6","25000",NULL,"Mano"
"196","Balestra a Ripetizione Pesante","La balestra a ripetizione (sia leggera che pesante) contiene 5 quadrelli. Finché contiene quadrelli, si può ricaricare tirando la leva di ricarica (azione gratuita). Caricare un nuovo astuccio con 5 quadrelli è un'azione di round completo che provoca attacchi di opportunità.
Si può sparare con una mano sola o con due mani come fosse una normale balestra della stessa taglia. Tuttavia, sono necessarie due mani per utilizzare la leva di ricarica che permette il fuoco a ripetizione, e sono necessarie due mani anche per caricare un nuovo astuccio di quadrelli.","12","40000",NULL,"Mano"
"197","Bastone Fionda Halfling","Ricavato da una fionda appositamente ideata attaccata ad un corto manico, il bastone fionda può essere usato da chi è competente con effetti devastanti. Si applica il bonus di Forza ai danni quando si attacca con un bastone fionda, come per tutte le armi da lancio. È possibile lanciare, ma non ricaricare, con una mano sola. Caricare un bastone fionda halfling è un'azione di movimento che richiede due mani e provoca Attacchi d'Opportunità.
Si possono scagliare pietre con un bastone fionda halfling, ma le pietre non sono cosi compatte o rotonde come i proiettili, quindi l'attacco viene trattato come se l'arma fosse adatta a una creatura più piccola di una categoria di taglia e si subisce penalità –1 al Tiro per Colpire.
Un bastone fionda halfling può essere usato come arma semplice che infligge danni contundenti pari a quelli che infliggerebbe un randello della stessa taglia. Gli halfling considerano il bastone fionda halfling come arma da guerra.","3","2000",NULL,"Mano"
"198","Bolas",NULL,"2","500",NULL,"Mano"
"199","Sheng Biao",NULL,"0","100",NULL,"Mano"
"200","Shuriken (10)","Lo shuriken è un piccolo pezzo di metallo con le estremità affilate, ideato per essere lanciato. Lo shuriken non può essere usato come arma in mischia. Sebbene appartengano alla categoria delle armi da lancio, gli shuriken vengono considerati munizioni per quanto riguarda i tempi di estrazione, la creazione di armi perfette o altre versioni speciali delle stesse e quel che succede dopo che sono stati lanciati.","1","200",NULL,"Mano"
