"324","Conoscere il Nemico (Mitico)","1","Si ottiene bonus 15 + la Categoria dell'incantatore alle prove di Conoscenze su un mostro"
"325","Consacrare","2","Riempie l’area di energia positiva, rendendo più deboli i non morti"
"326","Consacrare (Mitico)","2","Riempie l’area di energia positiva, rendendo più deboli i non morti"
"327","Consapevolezza Intensificata","1","La memoria e la capacità di elaborare informazioni vengono potenziate"
"328","Consumo Ritardato","5","L’estratto non ha effetto finché non lo desidera l’incantatore"
"329","Consunzione Corrosiva","5","Una macchia acida danneggia un avversario"
"330","Contagio","3","Infetta il soggetto con la Malattia scelta"
"331","Contagio (Mitico)P","3","Infetta il soggetto con la Malattia scelta"
"332","Contagio Superiore","6","Infetta il soggetto con una malattia magica"
"333","Contattare Altri Piani","5","Pone una domanda a un’entità extraplanare"
"334","Contingenza","6","Fa scattare le condizioni per l’attivazione di un altro incantesimo"
"335","Contingenza (Mitico)P","6","Fa scattare le condizioni per l’attivazione di un altro incantesimo"
"336","Contrastare Elementi","1","Si è a proprio agio in un ambiente freddo o caldo"
"337","Contrastare Elementi (Mitico)","1","Si è a proprio agio in un ambiente freddo o caldo"
"338","Contrastare Elementi Collettivo","3","Come Contrastare Elementi, ma si può suddividere la durata tra le creature toccate"
"339","Controllare Acqua","6","Solleva o abbassa masse d’acqua"
"340","Controllare Costrutti","7","Si assume il controllo di un Costrutto"
"341","Controllare Creature Evocate","4","Permette di controllare un mostro convocato come se lo si fosse richiamato direttamente"
"342","Controllare Non Morti","7","Non si è attaccati dai non morti finché rimangono sotto il proprio comando"
"343","Controllare Tempo Atmosferico","7","Cambia il tempo atmosferico in un’area"
"344","Controllare Tempo Atmosferico (Mitico)P","7","Cambia il tempo atmosferico in un’area"
"345","Controllare Vegetali","8","Controlla le azioni delle creature vegetali"
"346","Controllare Venti","5","Cambia la direzione e l’intensità del vento"
"347","Copia Spaventosa","3","Si crea una versione più grande di se stessi"
"348","Coppa di Polvere","3","Disidrata una creatura"
"349","Coppa di Polvere (Mitico)","3","Disidrata una creatura"
"350","Corno dell'Inseguimento","1","Crea 3 note udibili da lontano"
"351","Corona di Lame","5","Quattro pugnali in mithral ruotano attorno all'incantatore, attaccando le creature vicine e proteggendo il lancio di incantesimi da Attacchi d'Opportunità"
"352","Coro Ossessionante","3","Spiriti che causano dolori terribili a chi li ascolta"
"353","Corpo Capacitivo","1","Immagazzina gli attacchi da elettricità usati contro di sé e ne rilascia l'energia come attacco di contatto"
"354","Corpo di Ghiaccio","7","Il proprio corpo diventa ghiaccio vivente"
"355","Corpo di Ferro","8","Il corpo diventa di ferro vivente"
"356","Corpo di Spine","3","Chi attacca l’incantatore subisce 1d6+1 danni/livello"
"357","Corpo Elementale I","4","Permette di trasformarsi in un Elementale di taglia Piccola"
"358","Corpo Elementale I (Mitico)P","4","Permette di trasformarsi in un Elementale di taglia Piccola"
"359","Corpo Elementale II","5","Permette di trasformarsi in un Elementale di taglia Media"
"360","Corpo Elementale II (Mitico)P","5","Permette di trasformarsi in un Elementale di taglia Media"
"361","Corpo Elementale III","6","Permette di trasformarsi in un Elementale di taglia Grande"
"362","Corpo Elementale III (Mitico)P","6","Permette di trasformarsi in un Elementale di taglia Grande"
"363","Corpo Elementale IV","7","Permette di trasformarsi in un Elementale di taglia Enorme"
"364","Corpo Elementale IV (Mitico)P","7","Permette di trasformarsi in un Elementale di taglia Enorme"
"365","Corpo Infuocato","9","Si ottengono diversi poteri legati al fuoco"
"366","Costrizione Inferiore","4","Comanda un soggetto con 7 DV o meno"
"367","Costrizione/Cerca","6","Come Costrizione Inferiore, ma influenza qualsiasi creatura"
"368","Costrutto Infrangibile","5","Aumenta la Durezza o la RD del Costrutto"
"369","Creare Acqua","0","Crea 7,4 litri/livello di acqua pura"
"370","Creare Cibo e Acqua","3","Fornisce nutrimento a 3 umani (o a un cavallo)/livello"
"371","Creare Fossa","2","Crea una fossa extradimensionale"
"372","Creare Mappa del Tesoro","2","Crea una mappa del tesoro dal cadavere di una creatura"
"373","Creare Non Morti","6","Per creare Ghoul, Ghast, Mummia o Mohrg"
"374","Creare Non Morti Superiori","8","Per creare Ombre, Wraith, Spettri o Divoratori"
"375","Creare Semipiano","8","Si può creare il proprio semipiano con tratti planari"
"376","Creare Semipiano Inferiore","7","Si crea il proprio semipiano"
"377","Creare Semipiano Superiore","9","Si può creare un grande semipiano con più tratti planari"
"378","Creazione Maggiore","5","Come Creazione Minore, ma anche di pietra e di metallo"
"379","Creazione Minore","4","Crea un oggetto di tessuto o di legno"
"380","Crescita Animale","5","Un animale ogni 2 livelli raddoppia la taglia"
"381","Crescita di Spine","2","Le creature nell’area subiscono 1d4 danni e possono essere rallentate"
"382","Crescita Vegetale","3","Fa crescere la vegetazione e migliora i raccolti"
"383","Cumulo Strisciante","9","Evoca 1d4+2 Cumuli Striscianti che attaccano a comando"
"384","Cuore Affranto","2","Un attacco di contatto infligge 2d6 danni e incapacita il bersaglio"
"385","Cuore del Nemico","2","Si strappa dal petto il cuore del nemico e lo si mangia, assorbendo il potere di quest'ultimo"
"386","Cuore del Metallo","3","Permette alle armi di superare RD come adamantio, ferro freddo o argento"
"387","Cura Ferite Critiche","4","Cura 4d8 danni +1/livello (max +20)"
"388","Cura Ferite Critiche (Mitico)","4","Cura 8d8 danni +2/livello (max +40)"
"389","Cura Ferite Critiche di Massa","8","Cura 4d8 danni +1/livello (max +40) a molte creature"
"390","Cura Ferite Gravi","3","Cura 3d8 danni +1/livello (max +15)"
"391","Cura Ferite Gravi (Mitico)","3","Cura 6d8 danni +2/livello (max +30)"
"392","Cura Ferite Gravi di Massa","7","Cura 3d8 danni +1/livello a 1 soggetto/livello"
"393","Cura Ferite Leggere","1","Cura 1d8 danni +1/livello (max +5)"
"394","Cura Ferite Leggere (Mitico)","1","Cura 2d8 danni +2/livello (max +10)"
"395","Cura Ferite Leggere di Massa","5","Cura 1d8 danni +1/livello su 1 soggetto/livello"
"396","Cura Ferite Moderate","2","Cura 2d8 danni +1/livello (max +10)"
"397","Cura Ferite Moderate (Mitico)","2","Cura 4d8 danni +2/livello (max +20)"
"398","Cura Ferite Moderate di Massa","6","Cura 2d8 danni +1/livello a 1 soggetto/livello"
"399","Da Nemico ad Amico","5","Devia l’attacco di una creatura nemica"
"400","Danza dei Cento Tagli","4","Si ottiene bonus di combattimento +1 ogni 3 livelli"
"401","Danza dei Mille Tagli","6","Come Danza dei Cento Tagli più Velocità"
"402","Danza Irresistibile","8","Costringe il soggetto a danzare"
"403","Danza Irresistibile (Mitico)","8","Costringe il soggetto a danzare"
"404","Dardi d'Argento","3","Un cono di dardi d'argento infligge 1d6 danni perforanti per livello, meno contro bersagli in armatura"
"405","Dardi di Tenebra","3","Si creano uno o più dardi di energia negativa infusi delle ombre strappate al Piano delle Ombre"
"406","Dardi Tempestosi","8","1d8 danni/livello (max 20d8) ai bersagli"
"407","Dardo Incantato","1","1d4+1 danni; +1 dardo ogni 2 livelli oltre il 1° (max 5)"
"408","Dardo Incantato (Mitico)P","1","2d4+1 danni; +1 dardo ogni 2 livelli oltre il 1° (max 5)"
"409","Dardo Nauseante","1","Un pungiglione velenoso infligge 1d2 danni e debilita il bersaglio"
"410","Debilitazione","4","Il soggetto ottiene 1d4 Livelli Negativi"
"411","Debilitazione (Mitico)P","4","Il soggetto ottiene 1d4 Livelli Negativi ed è Infermo"
"412","Decomporre Cadavere","1","Scarnifica un corpo in uno scheletro"
"413","Deformare Legno","2","Piega il legno"
"414","De-evolvere","3","Un Eidolon perde temporaneamente 1 evoluzione +1/5 livelli"
"415","De-evolvere (Mitico)","3","Un Eidolon perde temporaneamente 1 evoluzione +1/4 livelli"
"416","Deflettere","7","Gli attacchi falliti vengono rispediti all’origine dell’attacco"
"417","Deformazione Straziante","3","Il bersaglio subisce danni a Des e Cos"
"418","Demenza","7","Il soggetto è in preda a una confusione continua"
"419","Denunciare","4","Peggiora l’atteggiamento verso la creatura bersaglio"
"420","Desiderio","9","Come Desiderio Limitato, ma con meno limitazioni"
"421","Desiderio (Mitico)P","9","Come Desiderio Limitato, ma con meno limitazioni"
"422","Desiderio Limitato","7","Altera la realtà, entro i termini consentiti dall’incantesimo"
"423","Desiderio Limitato (Mitico)P","7","Altera la realtà, entro i termini consentiti dall’incantesimo"
"424","Destabilizzare Polveri","2","Le munizioni dell'Arma da Fuoco bersaglio tendono a incepparsi"
"425","Destriero Fantomatico","3","Un cavallo magico appare per 1 ora/livello"
"426","Destriero Fantomatico (Mitico)P","3","Un cavallo magico appare per 1 ora/livello"
"427","Destriero Fantomatico Collettivo","4","Come Destriero Fantomatico, ma si può suddividere la durata tra le creature toccate"
"428","Detonazione","4","Infligge 1d8 danni da energia/livello a tutte le creature nel raggio di 4,5 metri"
"429","Dettame","7","Uccide, Paralizza, rende Barcollante o Assorda i soggetti non legali"
"430","Dettame (Mitico)","7","Uccide, Paralizza, rende Barcollante o Assorda i soggetti non legali"
"431","Devastazione","1","Un soggetto subisce penalità –2 ai tiri per colpire, per i danni, alle prove e ai Tiri Salvezza"
"432","Diagnosticare Malattia","1","Individua ed identifica malattie"
"433","Difesa di Proiettili","2","Proiettili adamantini intercettano gli attacchi con armi da fuoco"
"434","Disattivare Costrutto","3","Un attacco di contatto rende un Costrutto Indifeso per 1 round/livello"
"435","Disco di Pietra","2","Dischi volanti infliggono danni contundenti o taglienti"
"436","Disco Fluttuante","1","Crea un disco orizzontale del diametro di 90 cm che porta fino a 50 kg/livello"
"437","Disco Fluttuante (Mitico)","1","Crea un disco orizzontale del diametro di 90 cm che porta fino a 100 kg/livello"
"438","Disgiunzione Arcana","9","Disincanta magie e oggetti magici"
"439","Disgiunzione Arcana (Mitico)","9","Disincanta magie e oggetti magici"
"440","Disintegrazione","6","Riduce in polvere una creatura o un oggetto"
"441","Disintegrazione (Mitico)P","6","Riduce in polvere una creatura o un oggetto"
"442","Disperazione Opprimente","4","I soggetti subiscono penalità –2 ai tiri per colpire, per i danni, ai Tiri Salvezza e alle prove"
"443","Dispetto","4","Si infligge un incantesimo di contatto alla creatura che attacca"
"444","Dispiacere Soverchiante","4","Il bersaglio afflitto non può compiere azioni e gli viene negato il bonus Destrezza"
"445","Disprezzo Malevolo","4","Il soggetto deve tramare contro un altro"
"446","Disprezzo Totale","3","L'atteggiamento del soggetto peggiora di due gradi"
"447","Dissacrare","2","Riempie l’area di energia negativa, rendendo più forti i non morti"
"448","Dissacrare (Mitico)","2","Riempie l’area di energia negativa, rendendo più forti i non morti"
"449","Dissanguare","0","Una creatura stabilizzata ricomincia a morire"
"450","Dissanguare Gloria","3","Il costo del Potere Mitico aumenta di 1"
"451","Dissimulare","2","Distorce divinazioni su una creatura o un oggetto"
"452","Dissolvi il Bene","4","Bonus +4 contro gli attacchi"
"453","Dissolvi il Caos","5","Bonus +4 contro gli attacchi"
"454","Dissolvi il Male","5","Bonus +4 contro gli attacchi"
"455","Dissolvi la Legge","4","Bonus +4 contro gli attacchi"
"456","Dissolvi Magie","3","Cancella incantesimi ed effetti magici"
"457","Dissolvi Magie (Mitico)","3","Cancella incantesimi ed effetti magici"
"458","Dissolvi Magie Superiore","6","Come Dissolvi Magie, ma con bersagli multipli"
"459","Distorsione","3","Gli attacchi mancano il soggetto il 50% delle volte"
"460","Distribuzione Alchemica","2","Ottiene i benefici della pozione senza consumarla"
"461","Distruggere Non Morti","0","Infligge 1d6 danni a un non morto"
"462","Distruggere Viventi","4","Un attacco di contatto infligge 12d6 danni +1/livello"
"463","Distruzione","7","Uccide il soggetto e ne distrugge i resti"
"464","Dito della Morte","7","Infligge 10 danni/livello a un soggetto"
"465","Dito della Morte (Mitico)","7","Infligge 15 danni/livello + 1d8 a Costituzione a un soggetto"
"466","Divinazione","4","Fornisce suggerimenti utili su azioni specificamente proposte"
"467","Dominare Animali","3","L’animale assoggettato obbedisce a comandi mentali silenziosi"
"468","Dominare Mostri","9","Come Dominare Persone, ma su qualsiasi creatura"
"469","Dominare Persone","5","Controlla un umanoide telepaticamente"
"470","Dominare Persone (Mitico)","5","Controlla un umanoide telepaticamente"
"471","Dono Seducente","1","Il soggetto accetta immediatamente un oggetto offerto e lo usa"
"472","Dono Tossico","2","Il soggetto subisce l'effetto di un Veleno presente nell'incantatore"
"473","Draghi d'Artificio","1","Crea un drago d'artificio per livello"
"474","Dubbio Improvviso","2","Il bersaglio ottiene penalità alle prove di caratteristica, di Abilità e di Concentrazione finché non trascorre un intero round senza far niente"
"475","Ecolocazione","4","La percezione sonora conferisce Vista Cieca 12m"
"476","Elucubrazione Arcana","6","Fa ricordare incantesimi di 5° livello o inferiori Solo per i maghi"
"477","Eludere il Tempo","5","Colloca temporaneamente in animazione sospesa"
"478","Epidemia","7","Infetta il soggetto con una malattia contagiosa"
"479","Epurare Invisibilità","3","Dissolve l’invisibilità nel raggio di 1,5 m/livello"
"480","Eroismo","3","Bonus +2 ai Tiri per Colpire, ai Tiri Salvezza, alle Prove di Abilità"
"481","Eroismo (Mitico)P","3","Bonus +4 ai Tiri per Colpire, ai Tiri Salvezza, tiri per i danni e alle Prove di Abilità"
"482","Eroismo Superiore","6","Bonus +4 ai tiri per colpire, ai Tiri Salvezza, alle prove di Abilità; immunità alla paura; pf temporanei"
"483","Eruzione Caustica","7","L'esplosione infligge 1d6 danni da acido per livello e permane"
"484","Eruzione di Frecce","2","Crea copie della freccia letale"
"485","Esibizione Virtuosa","4","Si inizia una seconda esibizione bardica mantenendo la prima"
"486","Esigere","8","Come Inviare, ma si può inviare anche una Suggestione"
"487","Esilio","7","Bandisce 2 DV/livello di creature Extraplanari"
"488","Esilio dalla Natura","3","Il soggetto subisce –10 alle prove di Sopravvivenza"
"489","Espellere","3","Infligge 2d8 danni +1/livello (max +15) ad una creatura e dissolve un effetto"
"490","Espiazione","5","Rimuove il fardello dei misfatti dal soggetto e inverte il cambio di allineamento dovuto a magie"
"491","Esplosione della Banshee","6","Un cono infligge 1d4 danni per livello e manda nel panico le creature"
"492","Esplosione di Ortiche","3","L'esplosione infligge 3d6 danni e 1d6 danni da acido"
"493","Esplosione di Pallini","3","Crea un'esplosione di pallini metallici evocati"
"494","Esplosione Discordante","4","3d6 danni sonori in un’esplosione di 3 m o un cono di 9 m che può anche Spingere le creature"
"495","Esplosione Discordante (Mitico)","4","5d6 danni sonori in un’esplosione di 3 m o un cono di 9 m che può anche Spingere le creature"
"496","Esplosione di Velocità","3","Si ottiene una velocità incrementata e il proprio movimento ignora gli Attacchi d'Opportunità e permette di muoversi attraverso lo spazio di creature più grandi"
"497","Esplosione Solare","8","Acceca tutti nel raggio di 24 m, infligge 6d6 danni"
"498","Estasi Gioiosa","7","Nega emozioni negative"
"499","Estasiare","2","Attira l’attenzione dei presenti entro un raggio di 30 m + 3 m/livello"
"500","Estinguere Fuoco","3","Estingue fuochi"
"501","Estrazione del Sangue Umano","5","Si trasforma un Mezzorco in un Orco"
"502","Estremità Affilata","3","Raddoppia l’intervallo di minaccia di un’arma normale"
"503","Evoca Alleato Minore","1","Richiama 1d3 Animali di taglia minuscola"
"504","Evoca Alleato Naturale I","1","Richiama una creatura al proprio comando"
"505","Evoca Alleato Naturale II","2","Richiama una creatura al proprio comando"
"506","Evoca Alleato Naturale III","3","Richiama una creatura al proprio comando"
"507","Evoca Alleato Naturale IV","4","Richiama una creatura al proprio comando"
"508","Evoca Alleato Naturale V","5","Richiama una creatura al proprio comando"
"509","Evoca Alleato Naturale VI","6","Richiama una creatura al proprio comando"
"510","Evoca Alleato Naturale VII","7","Richiama una creatura al proprio comando"
"511","Evoca Alleato Naturale VIII","8","Richiama una creatura al proprio comando"
"512","Evoca Alleato Naturale IX","9","Richiama una creatura al proprio comando"
"513","Evoca Eidolon","2","Richiama istantaneamente l’Eidolon per la durata dell’incantesimo"
"514","Evoca Froghemoth","9","Richiama un Froghemoth"
"515","Evoca Mostri I","1","Richiama una creatura Extraplanare al proprio comando"
"516","Evoca Mostri II","2","Richiama una creatura Extraplanare al proprio comando"
"517","Evoca Mostri III","3","Richiama una creatura Extraplanare al proprio comando"
"518","Evoca Mostri IV","4","Richiama una creatura Extraplanare al proprio comando"
"519","Evoca Mostri V","5","Richiama una creatura Extraplanare al proprio comando"
"520","Evoca Mostri VI","6","Richiama una creatura Extraplanare al proprio comando"
"521","Evoca Mostri VII","7","Richiama una creatura Extraplanaree al proprio comando"
"522","Evoca Mostri VIII","8","Richiama una creatura Extraplanare al proprio comando"
"523","Evoca Mostri IX","9","Richiama una creatura Extraplanare al proprio comando"
"524","Evoca Mostri Minori","1","Richiama 1d3 Animali di taglia minuscola"
"525","Evoca Protoplasma Nero","6","Richiama un Protoplasma Nero"
"526","Evoca Protoplasma Nero (Mitico)P","6","Richiama un Protoplasma Nero"
"527","Evoca Sciame","2","Richiama uno sciame di pipistrelli, ratti o ragni"
"528","Evoca Sciame (Mitico)","2","Richiama uno sciame di pipistrelli, ratti o ragni"
"529","Evoca Strumento","0","Evoca uno strumento a propria scelta"
"530","Evoca Verme Antico","9","Richiama un Verme Purpureo gigante"
"531","Evocazioni Istantanee","7","Un oggetto preparato appare in mano"
"532","Fabbricare","5","Trasforma materie prime in oggetti rifiniti"
"533","Fabbricare Proiettili","1","Converte 0,5 kg di metallo in munizioni"
"534","Fagiolo Rampicante","2","Crea una pianta di fagioli facilmente scalabile"
"535","Falange di Legno","9","Crea 1d4+2 golem di legno temporanei che combattono per l'incantatore"
"536","Fango Rallentante","4","I bersagli vengono ricoperti da fango che li Acceca e funziona come Lentezza"
"537","Farfuglio","1","Il soggetto non può parlare intelligentemente"
"538","Fatale","9","Come Allucinazione Mortale, ma su tutti entro 9 m"
"539","Fato Spezzato","3","Un bersaglio diventa scosso e non può usare i Punti Eroe per 10 minuti/livello"
"540","Fauci Robuste","3","Danno da attacchi naturali come di due taglie più grande"
"541","Fauci Selvagge","1","Si ottiene un attacco con il morso"
"542","Favore Divino","1","Si ottiene bonus +1 ogni 3 livelli ai tiri per colpire e per i danni"
"543","Favore Divino (Mitico)","3","Si ottiene bonus +1 ogni 3 livelli ai Tiri per Colpire, ai Tiri Salvezza, alle Prove di Abilità e ai tiri per i danni"
"544","Febbre Arcana","3","Il bersaglio ottiene la magipiaga febbre magica"
"545","Ferire","6","Infligge 10 danni/livello al bersaglio"
"546","Ferire (Mitico)P","6","Infligge 15 danni/livello al bersaglio"
"547","Fermare il Colpo","4","Il soggetto non può attaccare con armi da mischia"
"548","Fermare il Tempo","9","Si può agire liberamente per 1d4+1 round"
"549","Fermare il Tempo (Mitico)P","9","Si può agire liberamente per 1d4+1 round"
"550","Fermare Non Morti","3","Immobilizza i non morti per 1 round/livello"
"551","Ferocia del Tasso","2","Le armi sono Affilate finchè si è concentrati"
"552","Fiamma Contagiosa","6","Raggi che infliggono 4d6 danni da fuoco, poi si spostano su un nuovo bersaglio"
"553","Fiamma Perenne","2","Crea un torcia permanente priva di calore"
"554","Fiammata","3","Le munizioni nell'Arma da Fuoco bersaglio creano un tremendo lampo in grado di Accecare chi impugna l'arma e chi gli sta attorno"
"555","Fiamme del Fedele","2","Dà all’arma la proprietà Infuocata"
"556","Fiamme del Fedele (Mitico)P","2","Dà all’arma la proprietà Infuocata"
"557","Fiamme della Gloria","4","Cura le creature buone e ferisce quelle malvagie"
"558","Finale Curativo","3","Cura 2d6 danni agli alleati"
"559","Finale Eroico","4","Il soggetto entro il raggio dell’esibizione bardica può effettuare un’azione"
"560","Finale in Soccorso","1","Il soggetto ritira un Tiro Salvezza fallito"
"561","Finale in Soccorso (Mitico)","1","Il soggetto ritira un Tiro Salvezza fallito"
"562","Finale Mortale","6","Infligge 2d8 danni a più bersagli"
"563","Finale Ristorativo","3","Rimuove un effetto negativo"
"564","Finale Stordente","5","Stordisce 3 creature per 1 round"
"565","Fiotto Acido","0","Sfera che infligge 1d3 danni da acido"
"566","Fisico Mostruoso I","3","Si assumono la forma e alcuni poteri di un Umanoide Mostruoso"
"567","Fisico Mostruoso I (Mitico)P","3","Si assumono la forma e alcuni poteri di un Umanoide Mostruoso"
"568","Fisico Mostruoso II","4","Si assumono la forma e alcuni poteri di un Umanoide Mostruoso"
"569","Fisico Mostruoso II (Mitico)P","4","Si assumono la forma e alcuni poteri di un Umanoide Mostruoso"
"570","Fisico Mostruoso III","5","Si assumono la forma e alcuni poteri di un Umanoide Mostruoso"
"571","Fisico Mostruoso III (Mitico)P","5","Si assumono la forma e alcuni poteri di un Umanoide Mostruoso"
"572","Fisico Mostruoso IV","6","Si assumono la forma e alcuni poteri di un Umanoide Mostruoso"
"573","Fisico Mostruoso IV (Mitico)P","6","Si assumono la forma e alcuni poteri di un Umanoide Mostruoso"
"574","Fiume di Vento","4","Crea un vento che infligge danni non letali e può spingere o far cadere le creature"
"575","Fiutare Sangue","3","Si amplifica significativamente la capacità del bersaglio di percepire con l'olfatto la presenza di sangue"
"576","Flauto Magico","6","Costringe creature simili a seguire il bardo"
"577","Flessibilità Estrema","2","Si ottengono bonus a CA, prove di Artista della Fuga e quando si è In Lotta"
"578","Flusso di Ossidiana","4","Converte la superficie del terreno in vetro fuso"
"579","Folata di Vento","2","Porta via o butta a terra le creature più piccole"
"580","Folata di Vento (Mitico)P","2","Porta via o butta a terra le creature più piccole"
"581","Fondersi con il Famiglio","4","Si può possedere il proprio famiglio"
"582","Fondersi nella Pietra","3","Ci si può immergere nella roccia con il proprio equipaggiamento"
"583","Fonte di Magia dello Spirito","3","Quando gli alleati lanciano incantesimi dello Spirito dello Sciamano, ottengono altri bonus"
"584","Forma Arborea","2","Si assume l’aspetto di un albero per 1 ora/livello"
"585","Forma di Braci Ardenti","4","Funziona come Forma Gassosa, ma il bersaglio diventa un visibile mulinello di fumo e braci roventi"
"586","Forma di Braci Ardenti (Mitico)P","4","Funziona come Forma Gassosa (Mitico), ma il bersaglio diventa un visibile mulinello di fumo e braci roventi"
"587","Forma di Cucciolo","3","Trasforma un singolo Animale o Bestia Magica in una versione più giovane e graziosa per un breve periodo"
"588","Forma di Drago I","6","Si assume la forma di un Drago Medio"
"589","Forma di Drago I (Mitico)P","6","Si assume la forma di un Drago Medio"
"590","Forma di Drago II","7","Si assume la forma di un Drago di taglia Grande"
"591","Forma di Drago II (Mitico)P","7","Si assume la forma di un Drago di taglia Grande"
"592","Forma di Drago III","8","Permette di trasformarsi in un Drago di taglia Enorme"
"593","Forma di Drago III (Mitico)P","8","Permette di trasformarsi in un Drago di taglia Enorme"
"594","Forma di Gigante I","6","Si assume la forma di un Gigante di taglia Grande"
"595","Forma di Gigante II","8","Permette di trasformarsi in un Gigante di taglia Enorme"
"596","Forma di Nube","4","Questo incantesimo funziona come Forma Gassosa, eccetto che si assume la forma di una nube Colossale"
"597","Forma di Polvere","5","Si diventa una creatura Incorporea di polvere per un breve periodo"
"598","Forma di Vegetale I","5","Si assume la forma di un vegetale di taglia Piccola o Media"
"599","Forma di Vegetale II","6","Si assume la forma di un vegetale di taglia Grande"
"600","Forma di Vegetale III","7","Si assume la forma di un vegetale di taglia Enorme"
"601","Forma Eterea","9","Per viaggiare sul Piano Etereo con i compagni"
"602","Forma Ferina I","3","Si assume la forma di un animale di taglia Piccola o Media"
"603","Forma Ferina I (Mitico)P","3","Si assume la forma di un animale di taglia Piccola o Media"
"604","Forma Ferina II","4","Si assume la forma di un animale di taglia Minuscola o Grande"
"605","Forma Ferina II (Mitico)P","4","Si assume la forma di un animale di taglia Minuscola o Grande"
"606","Forma Ferina III","5","Si assume la forma di un animale di taglia Minuta o Enorme, o di una bestia magica di taglia Piccola o Media"
"607","Forma Ferina III (Mitico)P","5","Si assume la forma di un animale di taglia Minuta o Enorme, o di una bestia magica di taglia Piccola o Media"
"608","Forma Ferina IV","6","Si assume la forma di un animale di taglia da Minuta ad Enorme, o di una bestia magica di taglia da Minuscola a Grande"
"609","Forma Ferina IV (Mitico)P","6","Si assume la forma di un animale di taglia da Minuta ad Enorme, o di una bestia magica di taglia da Minuscola a Grande"
"610","Forma Fluida","4","Conferisce RD 10/tagliente, aumenta la portata a 3 metri e permette di respirare sott’acqua"
"611","Forma Gassosa","3","Il soggetto diventa insostanziale e può volare lentamente"
"612","Forma Gassosa (Mitico)P","3","Il soggetto diventa insostanziale e può volare lentamente"
"613","Forma Gemella","6","Crea un duplicato che si può controllare"
"614","Forma Miasmatica","4","Questo incantesimo funziona come Forma Gassosa, eccetto che il corpo del bersaglio è pericoloso per le creature che lo toccano"
"615","Forma Parassitica I","4","Si assumono la forma e alcuni poteri di un Parassita"
"616","Forma Parassitica II","5","Si assumono la forma e alcuni poteri di un Parassita"
"617","Forma Sonica","6","Converte in una creatura di suono semisolido"
"618","Forme Animali","8","1 alleato/livello subisce metamorfosi nell’animale scelto"
"619","Formula Universale","4","Agisce come qualsiasi estratto di 3° livello o inferiore"
"620","Fortuna Eroica","2","Il bersaglio ottiene 1 punto eroe temporaneo"
"621","Fortuna Eroica di Massa","4","Come Fortuna Eroica, ma su più bersagli"
"622","Fortuna dell'Artigiano","1","Il soggetto ottiene +5 alla successiva prova di Artigianato"
"623","Fortuna in Prestito","3","Ritenta un attacco o una prova, ma fa peggio nei successivi due"
"624","Forza del Toro","2","Bonus +4 a For per 1 minuto/livello"
"625","Forza del Toro di Massa","6","Come Forza del Toro, ma influenza 1 soggetto/livello"
"626","Foschia Corrosiva","4","Gli attaccanti subiscono danni da acido"
"627","Foschia Crepuscolare","2","Della nebbia illusoria oscura la visibilità"
"628","Foschia di Sangue","8","Foschia che causa danni a Saggezza e ira"
"629","Foschia Infestante","2","Rende Scossi ed infligge danni a Saggezza"
"630","Foschia Occultante","1","Si è avvolti dalla nebbia"
"631","Foschia Occultante (Mitico)P","1","Si è avvolti dalla nebbia"
"632","Foschia Tombale","3","Della nebbia ostacola la visione di altri e estende il raggio d'azione delle Fatture"
"633","Fossa Acida","4","Crea una fossa con acido sul fondo"
"634","Fossa Affamata","5","Come Creare Fossa, ma infligge 4d6 danni a quelli che vi rimangono chiusi dentro"
"635","Fossa con Spuntoni","3","Come Creare Fossa, ma piena di spuntoni"
"636","Frantumare","2","Le vibrazioni sonore danneggiano oggetti o creature cristalline"
"637","Frantumare (Mitico)","2","Le vibrazioni sonore danneggiano oggetti o creature cristalline"
"638","Frantuma Spezzare","1","La prossima arma che spezza un oggetto appartenente al bersaglio, subisce danno"
"639","Frasi Nascoste","2","Conferisce bonus +10 a Raggirare per mandare messaggi segreti"
"640","Frastornare","0","Una creatura umanoide con 4 DV o meno perde l’azione successiva"
"641","Frastornare di Massa","4","Frastorna più creature"
"642","Frastornare Mostri","2","Una creatura vivente con 6 DV o meno perde l’azione successiva"
"643","Freccia Acida","2","Attacco di contatto a distanza che infligge 2d4 danni per 1 round + 1 round ogni 3 livelli"
"644","Freccia dell'Alba","3","Le munizioni bersaglio emettono energia luminosa"
"645","Freccia dell'Alba (Mitico)","3","Le munizioni bersaglio emettono energia luminosa"
"646","Freccia della Legge","2","Danneggia e Frastorna caotici"
"647","Freccia Divina","2","Infonde energia sacra in un proiettile"
"648","Freccia Infuocata","3","Frecce che infliggono +1d6 danni da fuoco"
"649","Freccia Ki","1","Una freccia infligge danni come un colpo senz'armi"
"650","Fremito del Tempo","2","Le creature vicine sono influenzate come per Velocità o Lentezza ogni round"
"651","Frusta della Bocca Infernale","4","La propria lingua si trasforma in un'arma da frusta fatta di energia"
"652","Frusta di Millepiedi","5","Crea una frusta fatta di millepiedi velenosi"
"653","Frusta di Formiche","6","Crea una frusta fatta di formiche legionarie"
"654","Frusta di Ragni","2","Crea una frusta fatta di ragni velenosi"
"655","Frusta Fluviale","2","Crea una frusta d'acqua che viene impugnata come un'arma"
"656","Fuga","6","Teletrasporta un gruppo di alleati e creature predeterminati in un luogo predeterminato"
